Artist,Nacionality,Gender,BirthYear,DeathYear,TotalArtwork,Categories
Marco Zanuso,Italian,Male,1916,2001,4,"{""Architecture & Design"": 4}"
Zao Wou-ki,French,Male,1920,2013,25,"{""Prints & Illustrated Books"": 24, ""Drawings"": 1}"
Bronislaw Zapolski,American,Male,1917,-1,1,"{""Architecture & Design"": 1}"
Walter Zapp,Latvian,Male,1905,2003,1,"{""Architecture & Design"": 1}"
Zarina,American,Female,1937,-1,42,"{""Prints & Illustrated Books"": 40, ""Drawings"": 2}"
Marian Zazeela,American,Female,1936,-1,1,"{""Prints & Illustrated Books"": 1}"
Bruno Zehnder,Swiss,Male,1945,-1,2,"{""Photography"": 2}"
Walter Zehringer,German,Male,1940,-1,1,"{""Painting & Sculpture"": 1}"
Walter Zeischegg,Austrian,Male,1917,1983,2,"{""Architecture & Design"": 2}"
Eva Zeisel,American,Female,1906,2011,74,"{""Architecture & Design"": 74}"
Bronislaw Zelek,Polish,Male,1935,-1,2,"{""Architecture & Design"": 1, ""Film"": 1}"
Carlo Zen,Italian,Male,1851,1918,1,"{""Architecture & Design"": 1}"
Charles Hossein Zenderoudi,Iranian,Male,1937,-1,1,"{""Drawings"": 1}"
Karl Zerbe,American,Male,1903,1972,2,"{""Prints & Illustrated Books"": 1, ""Painting & Sculpture"": 1}"
Zero (Hans Schleger),British,Male,1898,1976,13,"{""Architecture & Design"": 13}"
Lina Zervudaki,French,Female,1890,1950,2,"{""Architecture & Design"": 2}"
J. Thomas Zetterstrom,American,Male,1945,-1,3,"{""Photography"": 3}"
Laura Ziegler,American,Female,1927,-1,1,"{""Painting & Sculpture"": 1}"
Heinrich Zille,German,Male,1858,1929,7,"{""Prints & Illustrated Books"": 7}"
George Zimbel,Canadian,Male,1929,-1,3,"{""Photography"": 3}"
Murray Zimiles,American,Male,1941,-1,13,"{""Prints & Illustrated Books"": 13}"
Mac Zimmerman,German,Male,1912,1995,1,"{""Drawings"": 1}"
Tom Zimmermann,German,Male,1925,-1,1,"{""Photography"": 1}"
Jacques Zimmerman,Belgian,Male,1929,-1,1,"{""Prints & Illustrated Books"": 1}"
Alfred Karl Zlevor,Austrian,Male,1942,-1,1,"{""Architecture & Design"": 1}"
Richard Zoellner,American,Male,1909,2003,1,"{""Prints & Illustrated Books"": 1}"
Nicos Zographos,American,Male,1931,-1,1,"{""Architecture & Design"": 1}"
Harry Zolotow,American,Male,1888,1963,1,"{""Painting & Sculpture"": 1}"
Marguerite Zorach,American,Female,1887,1968,17,"{""Drawings"": 1, ""Prints & Illustrated Books"": 15, ""Painting & Sculpture"": 1}"
William Zorach,American,Male,1889,1966,10,"{""Drawings"": 3, ""Prints & Illustrated Books"": 4, ""Painting & Sculpture"": 3}"
Gilberto Zorio,Italian,Male,1944,-1,4,"{""Prints & Illustrated Books"": 1, ""Drawings"": 2, ""Painting & Sculpture"": 1}"
Marco Zotta,Italian,Male,1945,-1,1,"{""Architecture & Design"": 1}"
Larry Zox,American,Male,1936,2006,2,"{""Prints & Illustrated Books"": 1, ""Painting & Sculpture"": 1}"
Joe Zucker,American,Male,1941,-1,9,"{""Prints & Illustrated Books"": 2, ""Drawings"": 7}"
Francisco Zuñiga,Mexican,Male,1912,1998,2,"{""Drawings"": 1, ""Prints & Illustrated Books"": 1}"
Zush (Alberto Porta),Spanish,Male,1946,-1,8,"{""Drawings"": 8}"
Anatoly Timofeevich Zverev,Russian,Male,1931,1986,6,"{""Drawings"": 6}"
Piet Zwart,Dutch,Male,1885,1977,73,"{""Architecture & Design"": 72, ""Photography"": 1}"
Toots Zynsky,American,Female,1951,-1,3,"{""Architecture & Design"": 3}"
Jack Barth,American,Male,1949,-1,1,"{""Prints & Illustrated Books"": 1}"
Eric Erickson,American,Male,1953,-1,2,"{""Prints & Illustrated Books"": 2}"
Donald C. Fritz,American,Male,1950,-1,2,"{""Prints & Illustrated Books"": 2}"
Berndt Kerkin,German,Male,1951,-1,1,"{""Prints & Illustrated Books"": 1}"
Joseph Norman,American,Male,1957,-1,1,"{""Prints & Illustrated Books"": 1}"
Lorna Simpson,American,Female,1960,-1,10,"{""Prints & Illustrated Books"": 7, ""Photography"": 3}"
Jan Vercruysse,Belgian,Male,1948,-1,2,"{""Prints & Illustrated Books"": 1, ""Painting & Sculpture"": 1}"
John Button,American,Male,1930,1982,2,"{""Prints & Illustrated Books"": 2}"
Tadeusz Trepkowski,Polish,Male,1914,1954,1,"{""Architecture & Design"": 1}"
Jim Gentes,American,Male,1957,-1,2,"{""Architecture & Design"": 2}"
Sam Lucente,American,Male,1958,-1,14,"{""Architecture & Design"": 14}"
Antti Nurmesniemi,Finnish,Male,1927,2003,4,"{""Architecture & Design"": 4}"
William L. Tolan,American,Male,1963,-1,1,"{""Photography"": 1}"
Nadezhda Udal'tsova,Russian,Female,1886,1961,1,"{""Drawings"": 1}"
Lois Conner,American,Female,1951,-1,10,"{""Photography"": 10}"
Ulrich Rückriem,German,Male,1938,-1,4,"{""Painting & Sculpture"": 1, ""Prints & Illustrated Books"": 1, ""Drawings"": 2}"
Robert Andrew Parker,American,Male,1927,-1,53,"{""Prints & Illustrated Books"": 50, ""Drawings"": 3}"
Tone Vigeland,Norwegian,Female,1938,-1,2,"{""Architecture & Design"": 2}"
John Armleder,Swiss,Male,1948,-1,59,"{""Prints & Illustrated Books"": 58, ""Painting & Sculpture"": 1}"
Jeff Koons,American,Male,1955,-1,10,"{""Prints & Illustrated Books"": 4, ""Painting & Sculpture"": 4, ""Drawings"": 2}"
David Wojnarowicz,American,Male,1954,1992,14,"{""Prints & Illustrated Books"": 4, ""Photography"": 4, ""Painting & Sculpture"": 2, ""Drawings"": 3, ""Media and Performance Art"": 1}"
Fernand Léger,French,Male,1881,1955,224,"{""Architecture & Design"": 7, ""Prints & Illustrated Books"": 172, ""Drawings"": 29, ""Painting & Sculpture"": 15, ""Film"": 1}"
Michael Corris,American,Male,1949,-1,1,"{""Prints & Illustrated Books"": 1}"
Robert Gordy,American,Male,1933,1986,1,"{""Prints & Illustrated Books"": 1}"
Margo Humphrey,American,Female,1942,-1,1,"{""Prints & Illustrated Books"": 1}"
Hermann Pitz,German,Male,1956,-1,1,"{""Prints & Illustrated Books"": 1}"
Bern Porter,American,Male,1911,2004,1,"{""Prints & Illustrated Books"": 1}"
Rémy Zaugg,Swiss,Male,1943,2005,2,"{""Prints & Illustrated Books"": 2}"
Glenn Goldberg,American,Male,1953,-1,6,"{""Prints & Illustrated Books"": 6}"
Ilya Kabakov,American,Male,1933,-1,53,"{""Prints & Illustrated Books"": 49, ""Painting & Sculpture"": 1, ""Drawings"": 3}"
Mimi Smith,American,Female,1942,-1,7,"{""Prints & Illustrated Books"": 7}"
Jac Leirner,Brazilian,Female,1961,-1,2,"{""Painting & Sculpture"": 2}"
Gordon Matta-Clark,American,Male,1943,1978,34,"{""Drawings"": 8, ""Photography"": 2, ""Painting & Sculpture"": 2, ""Media and Performance Art"": 22}"
Paul Thek,American,Male,1933,1988,10,"{""Drawings"": 9, ""Painting & Sculpture"": 1}"
Victor Burgin,British,Male,1941,-1,1,"{""Prints & Illustrated Books"": 1}"
Julio Larraz,American,Male,1944,-1,1,"{""Prints & Illustrated Books"": 1}"
Jane Hammond,American,Female,1950,-1,10,"{""Prints & Illustrated Books"": 8, ""Drawings"": 1, ""Photography"": 1}"
Raffaele Leomporri,Italian,Male,1926,1974,1,"{""Prints & Illustrated Books"": 1}"
Art Spiegelman,American,Male,1948,-1,1,"{""Prints & Illustrated Books"": 1}"
Rafael Alberti,Spanish,Male,1902,1999,12,"{""Prints & Illustrated Books"": 12}"
Roberto Barni,Italian,Male,1939,-1,13,"{""Prints & Illustrated Books"": 13}"
Pablo Palazuelo,Spanish,Male,1916,2007,20,"{""Prints & Illustrated Books"": 20}"
Vincente Rojo,Spanish,Male,1932,-1,14,"{""Prints & Illustrated Books"": 14}"
Vinicio Berti,Italian,Male,1921,1991,1,"{""Prints & Illustrated Books"": 1}"
Paolo Favi,Italian,Male,1935,-1,1,"{""Prints & Illustrated Books"": 1}"
Fabrizio Gori,Italian,Male,1940,-1,1,"{""Prints & Illustrated Books"": 1}"
Emilio Malenotti,Italian,Male,1913,-1,1,"{""Prints & Illustrated Books"": 1}"
Philip Taaffe,American,Male,1955,-1,3,"{""Prints & Illustrated Books"": 2, ""Painting & Sculpture"": 1}"
Sophie Calle,French,Female,1953,-1,3,"{""Prints & Illustrated Books"": 2, ""Painting & Sculpture"": 1}"
Joy Jacobs,American,Female,1932,-1,1,"{""Drawings"": 1}"
Louis-Auguste Girardot,French,Male,1856,1933,1,"{""Prints & Illustrated Books"": 1}"
Louis Malteste,French,Male,1862,1928,1,"{""Prints & Illustrated Books"": 1}"
Maurice Réalier-Dumas,French,Male,1860,1928,1,"{""Prints & Illustrated Books"": 1}"
Émile Berchmans,Belgian,Male,1867,1947,1,"{""Prints & Illustrated Books"": 1}"
G. de Latenay,French,Male,1859,1943,1,"{""Prints & Illustrated Books"": 1}"
Marcel Lenoir,French,Male,1872,1931,1,"{""Prints & Illustrated Books"": 1}"
H. Bellery-Desfontaines,French,Male,1867,1909,2,"{""Prints & Illustrated Books"": 2}"
A. Calbet,French,Male,1869,1944,1,"{""Prints & Illustrated Books"": 1}"
Ch Doudelet,Belgian,Male,1861,1938,1,"{""Prints & Illustrated Books"": 1}"
F.-A Gorquet,French,Male,1862,1927,1,"{""Prints & Illustrated Books"": 1}"
J. Wély,French,Male,1873,1910,1,"{""Prints & Illustrated Books"": 1}"
Annette Messager,French,Female,1943,-1,1,"{""Painting & Sculpture"": 1}"
L. Levy-Dhurmer,French,Male,1865,1953,1,"{""Prints & Illustrated Books"": 1}"
A. Donnay,Belgian,Male,1862,1921,1,"{""Prints & Illustrated Books"": 1}"
R. X. Prinet,French,Male,1861,1946,1,"{""Prints & Illustrated Books"": 1}"
Henri Detouche,French,Male,1854,1913,2,"{""Architecture & Design"": 1, ""Prints & Illustrated Books"": 1}"
E. Dinet,French,Male,1861,1929,1,"{""Prints & Illustrated Books"": 1}"
J. G. Besson,French,Male,1868,-1,1,"{""Prints & Illustrated Books"": 1}"
E. Trigoulet,French,Male,1867,1910,1,"{""Prints & Illustrated Books"": 1}"
J. Baseilhac,French,Male,1874,1903,1,"{""Prints & Illustrated Books"": 1}"
J. A. Muenier,French,Male,1863,1942,1,"{""Prints & Illustrated Books"": 1}"
L. Borgex,French,Male,1875,1959,1,"{""Prints & Illustrated Books"": 1}"
Jules Flandrin,French,Male,1871,1947,2,"{""Prints & Illustrated Books"": 2}"
F. Cormon,French,Male,1845,1924,1,"{""Prints & Illustrated Books"": 1}"
P. C. Helleu,French,Male,1859,1927,1,"{""Prints & Illustrated Books"": 1}"
V. Prouvé,French,Male,1858,1943,1,"{""Prints & Illustrated Books"": 1}"
Ch Guérin,French,Male,1875,1939,1,"{""Prints & Illustrated Books"": 1}"
F. Guiguet,French,Male,1860,1937,1,"{""Prints & Illustrated Books"": 1}"
F. Bracquemond,French,Male,1833,1914,1,"{""Prints & Illustrated Books"": 1}"
A. Agache,French,Male,1843,1915,1,"{""Prints & Illustrated Books"": 1}"
G. Dubuffe,French,Male,1853,1909,1,"{""Prints & Illustrated Books"": 1}"
Armand Berton,French,Male,1854,1927,1,"{""Prints & Illustrated Books"": 1}"
Rosalind Bengelsdorf,American,Female,1916,1979,1,"{""Prints & Illustrated Books"": 1}"
Harry Bowden,American,Male,1907,1965,1,"{""Prints & Illustrated Books"": 1}"
Herzl Emanuel,American,Male,1914,2002,1,"{""Prints & Illustrated Books"": 1}"
Hananiah Harari,American,Male,1912,2000,1,"{""Prints & Illustrated Books"": 1}"
Agnes Lyall,American,Female,1908,2013,1,"{""Prints & Illustrated Books"": 1}"
Ralph M. Rosenborg,American,Male,1913,1992,1,"{""Prints & Illustrated Books"": 1}"
Esphyr Slobodkina,American,Female,1908,2002,2,"{""Prints & Illustrated Books"": 2}"
Albert Swinden,Nationality unknown,Male,1901,1961,1,"{""Prints & Illustrated Books"": 1}"
Rupert D. Turnbull,American,Male,1899,1943,1,"{""Prints & Illustrated Books"": 1}"
Fredrick J. Whiteman,American,Male,1909,1997,1,"{""Prints & Illustrated Books"": 1}"
Wilfred M. Zogbaum,American,Male,1915,1965,1,"{""Prints & Illustrated Books"": 1}"
Willson Y. Stamper,Nationality unknown,Male,1912,1988,3,"{""Prints & Illustrated Books"": 3}"
Myer Abel,American,Male,1904,1946,2,"{""Prints & Illustrated Books"": 2}"
Mabelle Richardson,Nationality unknown,Female,1907,1995,2,"{""Prints & Illustrated Books"": 2}"
Greg Curnoe,Canadian,Male,1936,1992,1,"{""Prints & Illustrated Books"": 1}"
Joyce Wieland,Canadian,Female,1931,1998,9,"{""Prints & Illustrated Books"": 1, ""Film"": 8}"
Horst B. Baerenz,German,Male,1939,-1,1,"{""Prints & Illustrated Books"": 1}"
Enrique Grau,Colombian,Male,1920,2004,1,"{""Prints & Illustrated Books"": 1}"
Phanor Leon,Colombian,Male,1944,2006,1,"{""Prints & Illustrated Books"": 1}"
Rafael Coronel,Mexican,Male,1932,-1,1,"{""Prints & Illustrated Books"": 1}"
Francisco Corzas,Mexican,Male,1936,1983,1,"{""Prints & Illustrated Books"": 1}"
Helen Escobedo,Mexican,Female,1934,-1,1,"{""Prints & Illustrated Books"": 1}"
Fernando Garcia Ponce,Mexican,Male,1933,1987,1,"{""Prints & Illustrated Books"": 1}"
Manuel Espinoza,Venezuelan,Male,1937,-1,1,"{""Prints & Illustrated Books"": 1}"
Mercedes Pardo,Venezuelan,Female,1922,2005,1,"{""Prints & Illustrated Books"": 1}"
Alirio Palacios,Venezuelan,Male,1938,2015,1,"{""Prints & Illustrated Books"": 1}"
Hernando Tejada,Colombian,Male,1925,1998,1,"{""Prints & Illustrated Books"": 1}"
Miguel Angel Rojas,Colombian,Male,1946,-1,6,"{""Prints & Illustrated Books"": 1, ""Photography"": 5}"
"Maria Teresa Cuéllar ""Teye""",Colombian,Female,1935,-1,1,"{""Prints & Illustrated Books"": 1}"
Juan Cárdenas,Colombian,Male,1939,-1,1,"{""Prints & Illustrated Books"": 1}"
Jacobo Borges,Venezuelan,Male,1931,-1,1,"{""Prints & Illustrated Books"": 1}"
John Lange,Venezuelan,Male,1932,-1,1,"{""Prints & Illustrated Books"": 1}"
Yutaka Toyota,Japanese,Male,1931,-1,1,"{""Prints & Illustrated Books"": 1}"
Dan Dailey,American,Male,1947,-1,1,"{""Prints & Illustrated Books"": 1}"
Laurie Anderson,American,Female,1947,-1,22,"{""Prints & Illustrated Books"": 10, ""Media and Performance Art"": 12}"
John Ashbery,American,Male,1927,-1,1,"{""Prints & Illustrated Books"": 1}"
Bern Boyle,American,Male,1951,1992,1,"{""Prints & Illustrated Books"": 1}"
Lucinda Childs,American,Female,1940,-1,1,"{""Prints & Illustrated Books"": 1}"
Jane Comfort,American,Female,1945,-1,1,"{""Prints & Illustrated Books"": 1}"
R. Crumb,American,Male,1943,-1,13,"{""Drawings"": 12, ""Architecture & Design"": 1}"
Jimmy DeSana,American,Male,1950,1990,5,"{""Prints & Illustrated Books"": 1, ""Photography"": 4}"
Evergon,Canadian,Male,1946,-1,1,"{""Prints & Illustrated Books"": 1}"
Martha Holt,American,Female,1945,-1,1,"{""Prints & Illustrated Books"": 1}"
James Hong,American,Male,1948,-1,1,"{""Prints & Illustrated Books"": 1}"
Betsey Johnson,American,Female,1942,-1,1,"{""Prints & Illustrated Books"": 1}"
Sonia Katchian,Nationality unknown,Female,1947,-1,1,"{""Prints & Illustrated Books"": 1}"
Stephanie Brody Lederman,American,Female,1939,-1,1,"{""Prints & Illustrated Books"": 1}"
Jacqueline Livingston,American,Female,1943,-1,1,"{""Prints & Illustrated Books"": 1}"
Joan Livingstone,American,Female,1948,-1,1,"{""Prints & Illustrated Books"": 1}"
David Lusby,American,Male,1954,-1,1,"{""Prints & Illustrated Books"": 1}"
Joseph Masheck,American,Male,1942,-1,1,"{""Prints & Illustrated Books"": 1}"
Judith Mcwillie,American,Female,1946,-1,1,"{""Prints & Illustrated Books"": 1}"
Joan Nelsen,American,Female,1937,-1,1,"{""Prints & Illustrated Books"": 1}"
Richard Olson,American,Male,1938,-1,1,"{""Prints & Illustrated Books"": 1}"
Kingsley Parker,American,Male,1947,-1,1,"{""Prints & Illustrated Books"": 1}"
Don Rodan,American,Male,1950,-1,1,"{""Prints & Illustrated Books"": 1}"
Martha Rosler,American,Female,1943,-1,68,"{""Photography"": 22, ""Prints & Illustrated Books"": 2, ""Media and Performance Art"": 26, ""Drawings"": 18}"
Michael Sorkin,American,Male,1948,-1,1,"{""Prints & Illustrated Books"": 1}"
Lee Ufan,Korean,Male,1936,-1,4,"{""Prints & Illustrated Books"": 3, ""Painting & Sculpture"": 1}"
Stanley Stellar,American,Male,1945,-1,1,"{""Prints & Illustrated Books"": 1}"
Benedict Tisa,American,Male,1942,-1,1,"{""Prints & Illustrated Books"": 1}"
Curtis Van Buren,American,Male,1950,-1,1,"{""Prints & Illustrated Books"": 1}"
Philip Warner,American,Male,1947,-1,1,"{""Prints & Illustrated Books"": 1}"
Wenda Von Weise,American,Female,1941,-1,1,"{""Prints & Illustrated Books"": 1}"
Harry Anderson,American,Male,1943,-1,1,"{""Prints & Illustrated Books"": 1}"
Karl Opfermann,German,Male,1891,1960,2,"{""Prints & Illustrated Books"": 2}"
Gerhardt von Ruckteschell,German,Male,1882,1941,1,"{""Prints & Illustrated Books"": 1}"
Heinrich Stegemann,German,Male,1888,1945,1,"{""Prints & Illustrated Books"": 1}"
Willi Titze,German,Male,1890,1979,1,"{""Prints & Illustrated Books"": 1}"
Siegfried Schott,German,Male,1897,1971,6,"{""Prints & Illustrated Books"": 6}"
Paul R. Meltsner,American,Male,1905,1959,1,"{""Prints & Illustrated Books"": 1}"
Gretchen Bender,American,Female,1951,2004,2,"{""Prints & Illustrated Books"": 1, ""Media and Performance Art"": 1}"
Edward Dwurnik,Polish,Male,1943,-1,2,"{""Prints & Illustrated Books"": 2}"
Stanislaw Fijalkowski,Polish,Male,1922,-1,6,"{""Prints & Illustrated Books"": 6}"
Izabella Gustowska,Polish,Female,1948,-1,2,"{""Prints & Illustrated Books"": 2}"
Andrzej Kalina,Polish,Male,1952,-1,2,"{""Prints & Illustrated Books"": 2}"
Paul Marcus,American,Male,1953,-1,1,"{""Prints & Illustrated Books"": 1}"
Jaume Plensa,Spanish,Male,1955,-1,1,"{""Prints & Illustrated Books"": 1}"
Anna Sobol,Polish,Female,1946,-1,1,"{""Prints & Illustrated Books"": 1}"
Robert Stackhouse,American,Male,1942,-1,1,"{""Prints & Illustrated Books"": 1}"
Jan Tarasin,Polish,Male,1926,2009,2,"{""Prints & Illustrated Books"": 2}"
Else Alfelt,Danish,Female,1910,1974,1,"{""Prints & Illustrated Books"": 1}"
Ejler Bille,Danish,Male,1910,2004,1,"{""Prints & Illustrated Books"": 1}"
Jacques Doucet,French,Male,1924,1994,1,"{""Prints & Illustrated Books"": 1}"
Sonja Ferlov,Danish,Female,1911,-1,1,"{""Prints & Illustrated Books"": 1}"
Stephen Gilbert,British,Male,1910,-1,1,"{""Prints & Illustrated Books"": 1}"
Chin Hsiao,Chinese,Male,1935,-1,3,"{""Prints & Illustrated Books"": 3}"
Michael Bierut,American,Male,1957,-1,1,"{""Architecture & Design"": 1}"
Victor Schrager,American,Male,1950,-1,8,"{""Photography"": 8}"
Arkadii Shaikhet,Russian,Male,1889,1959,2,"{""Photography"": 2}"
Victor Skrebneski,American,Male,1929,-1,1,"{""Photography"": 1}"
Miro Svolik,Czech,Male,1960,-1,2,"{""Photography"": 2}"
Zofia Rydet,Polish,Female,1911,1997,5,"{""Photography"": 5}"
Eva Lipman,American,Female,1946,-1,4,"{""Photography"": 4}"
James Casebere,American,Male,1953,-1,5,"{""Photography"": 4, ""Prints & Illustrated Books"": 1}"
Edward Cheney,British,Male,1800,1866,1,"{""Photography"": 1}"
Mariana Cook,American,Female,1955,-1,2,"{""Photography"": 2}"
Pierre Neumann,Swiss,Male,1951,-1,1,"{""Architecture & Design"": 1}"
Glenn Ligon,American,Male,1960,-1,30,"{""Drawings"": 13, ""Prints & Illustrated Books"": 14, ""Painting & Sculpture"": 2, ""Media and Performance Art"": 1}"
Lesley Dill,American,Female,1949,-1,4,"{""Prints & Illustrated Books"": 4}"
Damien Hirst,British,Male,1965,-1,48,"{""Prints & Illustrated Books"": 45, ""Drawings"": 3}"
Silvia Kolbowski,Argentine,Female,1953,-1,2,"{""Prints & Illustrated Books"": 1, ""Photography"": 1}"
Tadaaki Kuwayama,Japanese,Male,1932,-1,1,"{""Prints & Illustrated Books"": 1}"
Marc Quinn,British,Male,1964,-1,1,"{""Prints & Illustrated Books"": 1}"
Gavin Turk,British,Male,1965,-1,1,"{""Prints & Illustrated Books"": 1}"
Rachel Whiteread,British,Female,1963,-1,47,"{""Drawings"": 15, ""Prints & Illustrated Books"": 23, ""Painting & Sculpture"": 4, ""Photography"": 5}"
Tullio d'Albisola (Tullio Spartaco Mazzotti),Italian,Male,1899,1971,27,"{""Prints & Illustrated Books"": 27}"
Maya Deren,American,Female,1917,1961,9,"{""Photography"": 1, ""Film"": 5, ""Architecture & Design"": 3}"
Darrel Ellis,American,Male,1958,1992,2,"{""Photography"": 2}"
Bruce Gilden,American,Male,1946,-1,4,"{""Photography"": 4}"
Eberhard Grames,German,Male,1953,-1,4,"{""Photography"": 4}"
Kati Horna,Mexican,Female,1912,2000,1,"{""Photography"": 1}"
Abelardo Morell,American,Male,1948,-1,11,"{""Photography"": 10, ""Prints & Illustrated Books"": 1}"
Vincent Alan W,American,Male,1960,1995,2,"{""Photography"": 2}"
Boris Yaro,American,Male,1938,-1,1,"{""Photography"": 1}"
Keith Coventry,British,Male,1958,-1,1,"{""Painting & Sculpture"": 1}"
Steven Pippin,British,Male,1960,-1,2,"{""Painting & Sculpture"": 1, ""Photography"": 1}"
Lucia Moholy,British,Female,1894,1989,4,"{""Photography"": 4}"
Carl Pope,American,Male,1961,-1,1,"{""Photography"": 1}"
Paul Shambroom,American,Male,1956,-1,2,"{""Photography"": 2}"
Patrick Bailly-Maitre-Grand,French,Male,1945,-1,1,"{""Photography"": 1}"
Ellen Brooks,American,Female,1946,-1,1,"{""Photography"": 1}"
Paul D'Amato,American,Male,1956,-1,4,"{""Photography"": 4}"
Philip Elliott,American,Male,1903,1985,9,"{""Photography"": 9}"
Priscilla T. Forthman,American,Female,1958,-1,2,"{""Photography"": 2}"
Roberto Burle Marx,Brazilian,Male,1909,1994,3,"{""Architecture & Design"": 3}"
Hiroaki Kozu,Japanese,Male,1959,-1,1,"{""Architecture & Design"": 1}"
David Lewis,British,Male,1939,2011,3,"{""Architecture & Design"": 3}"
Steve McGugan,American,Male,1960,-1,1,"{""Architecture & Design"": 1}"
Peter Cook,British,Male,1936,-1,5,"{""Architecture & Design"": 5}"
Zaha Hadid,British,Female,1950,2016,22,"{""Architecture & Design"": 22}"
Fumihiko Maki,Japanese,Male,1928,-1,2,"{""Architecture & Design"": 2}"
Rem Koolhaas,Dutch,Male,1944,-1,14,"{""Architecture & Design"": 14}"
Madelon Vriesendorp,Dutch,Female,1945,-1,2,"{""Architecture & Design"": 2}"
Stephen Armellino,American,Male,1955,-1,1,"{""Architecture & Design"": 1}"
Georgii Stenberg,Russian,Male,1900,1933,2,"{""Prints & Illustrated Books"": 2}"
Edward Larrabee Barnes,American,Male,1915,2004,2,"{""Architecture & Design"": 2}"
Kisho Kurokawa,Japanese,Male,1934,2007,2,"{""Architecture & Design"": 2}"
Santiago Calatrava,Spanish,Male,1951,-1,5,"{""Architecture & Design"": 5}"
Peter Eisenman,American,Male,1932,-1,18,"{""Architecture & Design"": 18}"
Ari 't Hart,Dutch,Male,1936,-1,1,"{""Architecture & Design"": 1}"
Jacob Jongert,Dutch,Male,1883,1942,4,"{""Architecture & Design"": 4}"
Juan Hidalgo,Spanish,Male,1927,-1,55,"{""Prints & Illustrated Books"": 55}"
Deborah Kass,American,Female,1952,-1,1,"{""Prints & Illustrated Books"": 1}"
Via Lewandowsky,German,Male,1963,-1,17,"{""Prints & Illustrated Books"": 17}"
Bernhard Luginbühl,Swiss,Male,1929,2011,35,"{""Prints & Illustrated Books"": 35}"
Ronald Jones,American,Male,1952,-1,3,"{""Prints & Illustrated Books"": 3}"
Fallon Horne,British,Male,1814,1858,1,"{""Photography"": 1}"
Markéta Luskacová,Czech,Female,1944,-1,2,"{""Photography"": 2}"
William Preston Mayfield,American,Male,1896,1974,3,"{""Photography"": 3}"
Thomas Ruff,German,Male,1958,-1,14,"{""Photography"": 11, ""Prints & Illustrated Books"": 3}"
Leslie Starobin,American,Female,1955,-1,1,"{""Photography"": 1}"
Jindrich Streit,Czech,Male,1946,-1,6,"{""Photography"": 6}"
Robert Aller,American,Male,1947,-1,1,"{""Photography"": 1}"
Peter Brown,American,Male,1948,-1,3,"{""Photography"": 3}"
Robert Dawson,American,Male,1950,-1,1,"{""Photography"": 1}"
Dennis Farber,American,Male,1946,-1,3,"{""Photography"": 3}"
Paola Ferrario,Italian,Female,1963,-1,3,"{""Photography"": 3}"
Robert Kozma,American,Male,1951,-1,1,"{""Photography"": 1}"
John Murray,British,Male,1809,1898,2,"{""Photography"": 2}"
Gundula Schulze-Eldowy,German,Female,1954,-1,5,"{""Photography"": 5}"
Laura Volkerding,American,Female,1939,-1,1,"{""Photography"": 1}"
Jules Allen,American,Male,1947,-1,2,"{""Photography"": 2}"
Bruce Bennet,American,Male,1961,-1,2,"{""Photography"": 2}"
Francois Deschamps,American,Male,1946,-1,1,"{""Photography"": 1}"
Vernon Heath,British,Male,1819,1895,1,"{""Photography"": 1}"
Humphrey Jennings,British,Male,1907,1950,2,"{""Photography"": 2}"
Markus Oehlen,German,Male,1956,-1,7,"{""Prints & Illustrated Books"": 6, ""Painting & Sculpture"": 1}"
Leon Kossoff,British,Male,1926,-1,1,"{""Drawings"": 1}"
Matthew Barney,American,Male,1967,-1,65,"{""Prints & Illustrated Books"": 14, ""Drawings"": 8, ""Painting & Sculpture"": 35, ""Photography"": 8}"
Suzanne McClelland,American,Female,1959,-1,26,"{""Prints & Illustrated Books"": 25, ""Drawings"": 1}"
Cildo Meireles,Brazilian,Male,1948,-1,5,"{""Prints & Illustrated Books"": 2, ""Painting & Sculpture"": 2, ""Drawings"": 1}"
Jean Pierre Pincemin,French,Male,1944,2005,2,"{""Prints & Illustrated Books"": 2}"
Roberto Ciaccio,Italian,Male,1951,-1,9,"{""Prints & Illustrated Books"": 9}"
David Levinthal,American,Male,1949,-1,5,"{""Photography"": 5}"
Esther Parada,American,Female,1938,2005,1,"{""Photography"": 1}"
Valery Shchekoldin,Russian,Female,1946,-1,1,"{""Photography"": 1}"
Laurie Simmons,American,Female,1949,-1,12,"{""Photography"": 11, ""Prints & Illustrated Books"": 1}"
Penelope Umbrico,American,Female,1957,-1,1,"{""Photography"": 1}"
Adrian Piper,American,Female,1948,-1,40,"{""Photography"": 15, ""Prints & Illustrated Books"": 1, ""Drawings"": 23, ""Painting & Sculpture"": 1}"
Andres Serrano,American,Male,1950,-1,3,"{""Prints & Illustrated Books"": 1, ""Photography"": 2}"
Rudolph Von Ripper,American,Male,1905,1960,35,"{""Prints & Illustrated Books"": 35}"
Sebastião Salgado,Brazilian,Male,1944,-1,1,"{""Photography"": 1}"
Carl Chiarenza,American,Male,1935,-1,1,"{""Photography"": 1}"
Gordon Coster,American,Male,1906,1988,1,"{""Photography"": 1}"
Philip-Lorca diCorcia,American,Male,1951,-1,50,"{""Photography"": 50}"
Robert Flynt,American,Male,1956,-1,4,"{""Photography"": 4}"
Connie Imboden,American,Female,1953,-1,1,"{""Photography"": 1}"
